[ALERT] Time: 1745660114718 | Sensor: 1 | Type: Upper Threshold Crossed | Temp: 84.4316 C
[WARNING] Time: 1745660172370 | Sensor: 11 | Type: Cold Spot Detected | Temp: 41.1685
[ALERT] Time: 1745660172370 | Sensor: 7 | Type: Isolated High Spike | Temp: 42.4031 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[WARNING] Time: 1745660172370 | Sensor: 5 | Type: Cold Spot Detected | Temp: 40.4616
[ALERT] Time: 1745660172370 | Sensor: 13 | Type: Isolated High Spike | Temp: 43.9055 C [NOTE] Neighbouring Sensors 12 and 14 are normal. 
[ALERT] Time: 1745660172370 | Sensor: 12 | Type: Isolated High Spike | Temp: 44.5171 C [NOTE] Neighbouring Sensors 11 and 13 are normal. 
[ALERT] Time: 1745660172370 | Sensor: 10 | Type: Isolated Low Spike | Temp: 44.3409 C [NOTE] Neighbouring Sensors 9 and 11 are normal.
[ALERT] Time: 1745660172474 | Sensor: 11 | Type: Isolated High Spike | Temp: 43.9814 C [NOTE] Neighbouring Sensors 10 and 12 are normal. 
[WARNING] Time: 1745660172370 | Sensor: 10 | Type: Cold Spot Detected | Temp: 44.3409
[ALERT] Time: 1745660172474 | Sensor: 11 | Type: Isolated Low Spike | Temp: 43.9814 C [NOTE] Neighbouring Sensors 10 and 12 are normal.
[WARNING] Time: 1745660172474 | Sensor: 2 | Type: Cold Spot Detected | Temp: 40.2673
[WARNING] Time: 1745660172474 | Sensor: 11 | Type: Cold Spot Detected | Temp: 43.9814
[ALERT] Time: 1745660172474 | Sensor: 6 | Type: Isolated Low Spike | Temp: 40.0044 C [NOTE] Neighbouring Sensors 5 and 7 are normal.
[WARNING] Time: 1745660172474 | Sensor: 6 | Type: Cold Spot Detected | Temp: 40.0044
[WARNING] Time: 1745660172474 | Sensor: 15 | Type: Cold Spot Detected | Temp: 41.8596
[ALERT] Time: 1745660172474 | Sensor: 7 | Type: Isolated High Spike | Temp: 42.277 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[ALERT] Time: 1745660172474 | Sensor: 14 | Type: Isolated High Spike | Temp: 43.8 C [NOTE] Neighbouring Sensors 13 and 15 are normal. 
[WARNING] Time: 1745660172474 | Sensor: 10 | Type: Cold Spot Detected | Temp: 40.0605
[ALERT] Time: 1745660172474 | Sensor: 10 | Type: Isolated Low Spike | Temp: 40.0605 C [NOTE] Neighbouring Sensors 9 and 11 are normal.
[WARNING] Time: 1745660172474 | Sensor: 3 | Type: Cold Spot Detected | Temp: 42.0962
[ALERT] Time: 1745660172474 | Sensor: 9 | Type: Isolated High Spike | Temp: 44.971 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[ALERT] Time: 1745660172474 | Sensor: 13 | Type: Isolated High Spike | Temp: 42.5427 C [NOTE] Neighbouring Sensors 12 and 14 are normal. 
[ALERT] Time: 1745660172474 | Sensor: 4 | Type: Isolated High Spike | Temp: 41.8604 C [NOTE] Neighbouring Sensors 3 and 5 are normal. 
[ALERT] Time: 1745660172588 | Sensor: 12 | Type: Isolated High Spike | Temp: 44.8405 C [NOTE] Neighbouring Sensors 11 and 13 are normal. 
[ALERT] Time: 1745660172588 | Sensor: 6 | Type: Isolated Low Spike | Temp: 40.3088 C [NOTE] Neighbouring Sensors 5 and 7 are normal.
[WARNING] Time: 1745660172588 | Sensor: 6 | Type: Cold Spot Detected | Temp: 40.3088
[CRITICAL] Time: 1745660172588 | Sensors: 2, 3, 4 | Type: Clustered Low Spike | Avg Temp: 41 C
[ALERT] Time: 1745660172588 | Sensor: 14 | Type: Isolated High Spike | Temp: 42.3841 C [NOTE] Neighbouring Sensors 13 and 15 are normal. 
[WARNING] Time: 1745660172588 | Sensor: 4 | Type: Cold Spot Detected | Temp: 41.3171
[ALERT] Time: 1745660172588 | Sensor: 13 | Type: Isolated High Spike | Temp: 44.9076 C [NOTE] Neighbouring Sensors 12 and 14 are normal. 
[WARNING] Time: 1745660172588 | Sensor: 9 | Type: Cold Spot Detected | Temp: 40.3736
[ALERT] Time: 1745660172588 | Sensor: 4 | Type: Isolated Low Spike | Temp: 41.3171 C [NOTE] Neighbouring Sensors 3 and 5 are normal.
[ALERT] Time: 1745660172588 | Sensor: 7 | Type: Isolated High Spike | Temp: 42.8813 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[WARNING] Time: 1745660172588 | Sensor: 10 | Type: Cold Spot Detected | Temp: 41.6087
[WARNING] Time: 1745660172588 | Sensor: 2 | Type: Cold Spot Detected | Temp: 41.1424
[ALERT] Time: 1745660172588 | Sensor: 3 | Type: Isolated High Spike | Temp: 42.435 C [NOTE] Neighbouring Sensors 2 and 4 are normal. 
[WARNING] Time: 1745660172588 | Sensor: 8 | Type: Cold Spot Detected | Temp: 40.3116
[ALERT] Time: 1745660172691 | Sensor: 11 | Type: Isolated High Spike | Temp: 43.1116 C [NOTE] Neighbouring Sensors 10 and 12 are normal. 
[CRITICAL] Time: 1745660172588 | Sensors: 4, 5, 6 | Type: Clustered Low Spike | Avg Temp: 41 C
[ALERT] Time: 1745660172691 | Sensor: 10 | Type: Isolated High Spike | Temp: 42.4068 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[WARNING] Time: 1745660172588 | Sensor: 5 | Type: Cold Spot Detected | Temp: 43.4206
[ALERT] Time: 1745660172691 | Sensor: 6 | Type: Isolated High Spike | Temp: 42.1779 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[WARNING] Time: 1745660172691 | Sensor: 13 | Type: Cold Spot Detected | Temp: 40.474
[ALERT] Time: 1745660172588 | Sensor: 5 | Type: Isolated Low Spike | Temp: 43.4206 C [NOTE] Neighbouring Sensors 4 and 6 are normal.
[ALERT] Time: 1745660172691 | Sensor: 4 | Type: Isolated High Spike | Temp: 44.4636 C [NOTE] Neighbouring Sensors 3 and 5 are normal. 
[ALERT] Time: 1745660172588 | Sensor: 8 | Type: Isolated Low Spike | Temp: 40.3116 C [NOTE] Neighbouring Sensors 7 and 9 are normal.
[WARNING] Time: 1745660172691 | Sensor: 4 | Type: Cold Spot Detected | Temp: 44.4636
[ALERT] Time: 1745660172691 | Sensor: 5 | Type: Isolated High Spike | Temp: 43.7939 C [NOTE] Neighbouring Sensors 4 and 6 are normal. 
[WARNING] Time: 1745660172691 | Sensor: 9 | Type: Cold Spot Detected | Temp: 40.5842
[WARNING] Time: 1745660172691 | Sensor: 14 | Type: Cold Spot Detected | Temp: 43.8085
[WARNING] Time: 1745660172691 | Sensor: 5 | Type: Cold Spot Detected | Temp: 43.7939
[WARNING] Time: 1745660172691 | Sensor: 8 | Type: Cold Spot Detected | Temp: 40.5481
[WARNING] Time: 1745660172802 | Sensor: 10 | Type: Cold Spot Detected | Temp: 40.0447
[ALERT] Time: 1745660172802 | Sensor: 14 | Type: Isolated High Spike | Temp: 43.9332 C [NOTE] Neighbouring Sensors 13 and 15 are normal. 
[ALERT] Time: 1745660172802 | Sensor: 11 | Type: Isolated High Spike | Temp: 41.9012 C [NOTE] Neighbouring Sensors 10 and 12 are normal. 
[ALERT] Time: 1745660172803 | Sensor: 7 | Type: Isolated High Spike | Temp: 43.5264 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[WARNING] Time: 1745660172802 | Sensor: 14 | Type: Cold Spot Detected | Temp: 43.9332
[ALERT] Time: 1745660172803 | Sensor: 8 | Type: Isolated High Spike | Temp: 43.6287 C [NOTE] Neighbouring Sensors 7 and 9 are normal. 
[ALERT] Time: 1745660172803 | Sensor: 8 | Type: Isolated Low Spike | Temp: 43.6287 C [NOTE] Neighbouring Sensors 7 and 9 are normal.
[ALERT] Time: 1745660172802 | Sensor: 10 | Type: Isolated Low Spike | Temp: 40.0447 C [NOTE] Neighbouring Sensors 9 and 11 are normal.
[WARNING] Time: 1745660172803 | Sensor: 8 | Type: Cold Spot Detected | Temp: 43.6287
[CRITICAL] Time: 1745660172691 | Sensors: 8, 9, 10 | Type: Clustered Low Spike | Avg Temp: 42 C
[ALERT] Time: 1745660172803 | Sensor: 5 | Type: Isolated High Spike | Temp: 43.9796 C [NOTE] Neighbouring Sensors 4 and 6 are normal. 
[WARNING] Time: 1745660172803 | Sensor: 9 | Type: Cold Spot Detected | Temp: 43.3575
[ALERT] Time: 1745660172803 | Sensor: 9 | Type: Isolated High Spike | Temp: 43.3575 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[WARNING] Time: 1745660172803 | Sensor: 4 | Type: Cold Spot Detected | Temp: 40.5039
[WARNING] Time: 1745660172803 | Sensor: 13 | Type: Cold Spot Detected | Temp: 43.2552
[ALERT] Time: 1745660172902 | Sensor: 3 | Type: Isolated High Spike | Temp: 43.4011 C [NOTE] Neighbouring Sensors 2 and 4 are normal. 
[ALERT] Time: 1745660172803 | Sensor: 4 | Type: Isolated Low Spike | Temp: 40.5039 C [NOTE] Neighbouring Sensors 3 and 5 are normal.
[WARNING] Time: 1745660172802 | Sensor: 2 | Type: Cold Spot Detected | Temp: 41.2765
[ALERT] Time: 1745660172902 | Sensor: 6 | Type: Isolated Low Spike | Temp: 40.9385 C [NOTE] Neighbouring Sensors 5 and 7 are normal.
[WARNING] Time: 1745660172902 | Sensor: 6 | Type: Cold Spot Detected | Temp: 40.9385
[ALERT] Time: 1745660172803 | Sensor: 9 | Type: Isolated Low Spike | Temp: 43.3575 C [NOTE] Neighbouring Sensors 8 and 10 are normal.
[WARNING] Time: 1745660172902 | Sensor: 2 | Type: Cold Spot Detected | Temp: 42.8138
[ALERT] Time: 1745660172803 | Sensor: 13 | Type: Isolated Low Spike | Temp: 43.2552 C [NOTE] Neighbouring Sensors 12 and 14 are normal.
[ALERT] Time: 1745660172803 | Sensor: 13 | Type: Isolated High Spike | Temp: 43.2552 C [NOTE] Neighbouring Sensors 12 and 14 are normal. 
[WARNING] Time: 1745660172903 | Sensor: 15 | Type: Cold Spot Detected | Temp: 40.6019
[WARNING] Time: 1745660172903 | Sensor: 1 | Type: Cold Spot Detected | Temp: 41.3197
[ALERT] Time: 1745660172903 | Sensor: 7 | Type: Isolated Low Spike | Temp: 41.8823 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[ALERT] Time: 1745660172902 | Sensor: 10 | Type: Isolated High Spike | Temp: 42.12 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[WARNING] Time: 1745660172903 | Sensor: 13 | Type: Cold Spot Detected | Temp: 40.2593
[WARNING] Time: 1745660172903 | Sensor: 7 | Type: Cold Spot Detected | Temp: 41.8823
[ALERT] Time: 1745660172903 | Sensor: 11 | Type: Isolated High Spike | Temp: 43.7591 C [NOTE] Neighbouring Sensors 10 and 12 are normal. 
[ALERT] Time: 1745660172902 | Sensor: 3 | Type: Isolated Low Spike | Temp: 43.4011 C [NOTE] Neighbouring Sensors 2 and 4 are normal.
[ALERT] Time: 1745660172903 | Sensor: 4 | Type: Isolated High Spike | Temp: 44.5912 C [NOTE] Neighbouring Sensors 3 and 5 are normal. 
[WARNING] Time: 1745660172902 | Sensor: 3 | Type: Cold Spot Detected | Temp: 43.4011
[ALERT] Time: 1745660172903 | Sensor: 5 | Type: Isolated High Spike | Temp: 44.6572 C [NOTE] Neighbouring Sensors 4 and 6 are normal. 
[ALERT] Time: 1745660172903 | Sensor: 8 | Type: Isolated High Spike | Temp: 43.5447 C [NOTE] Neighbouring Sensors 7 and 9 are normal. 
[CRITICAL] Time: 1745660172903 | Sensors: 7, 8, 9 | Type: Clustered Low Spike | Avg Temp: 41 C
[WARNING] Time: 1745660172903 | Sensor: 9 | Type: Cold Spot Detected | Temp: 40.8032
[WARNING] Time: 1745660172903 | Sensor: 8 | Type: Cold Spot Detected | Temp: 43.5447
[ALERT] Time: 1745660172903 | Sensor: 12 | Type: Isolated High Spike | Temp: 44.3761 C [NOTE] Neighbouring Sensors 11 and 13 are normal. 
[WARNING] Time: 1745660173003 | Sensor: 2 | Type: Cold Spot Detected | Temp: 40.167
[ALERT] Time: 1745660172903 | Sensor: 8 | Type: Isolated Low Spike | Temp: 43.5447 C [NOTE] Neighbouring Sensors 7 and 9 are normal.
[ALERT] Time: 1745660173003 | Sensor: 10 | Type: Isolated Low Spike | Temp: 42.349 C [NOTE] Neighbouring Sensors 9 and 11 are normal.
[WARNING] Time: 1745660173003 | Sensor: 10 | Type: Cold Spot Detected | Temp: 42.349
[ALERT] Time: 1745660173003 | Sensor: 14 | Type: Isolated High Spike | Temp: 43.5543 C [NOTE] Neighbouring Sensors 13 and 15 are normal. 
[ALERT] Time: 1745660173003 | Sensor: 10 | Type: Isolated High Spike | Temp: 42.349 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[WARNING] Time: 1745660173005 | Sensor: 11 | Type: Cold Spot Detected | Temp: 40.4572
[ALERT] Time: 1745660173005 | Sensor: 4 | Type: Isolated Low Spike | Temp: 40.7363 C [NOTE] Neighbouring Sensors 3 and 5 are normal.
[WARNING] Time: 1745660173005 | Sensor: 4 | Type: Cold Spot Detected | Temp: 40.7363
[ALERT] Time: 1745660173005 | Sensor: 8 | Type: Isolated High Spike | Temp: 44.3851 C [NOTE] Neighbouring Sensors 7 and 9 are normal. 
[ALERT] Time: 1745660173005 | Sensor: 12 | Type: Isolated High Spike | Temp: 44.8226 C [NOTE] Neighbouring Sensors 11 and 13 are normal. 
[ALERT] Time: 1745660173005 | Sensor: 13 | Type: Isolated High Spike | Temp: 44.8226 C [NOTE] Neighbouring Sensors 12 and 14 are normal. 
[WARNING] Time: 1745660173005 | Sensor: 1 | Type: Cold Spot Detected | Temp: 43.4945
[ALERT] Time: 1745660173104 | Sensor: 3 | Type: Isolated High Spike | Temp: 43.4945 C [NOTE] Neighbouring Sensors 2 and 4 are normal. 
[ALERT] Time: 1745660173107 | Sensor: 7 | Type: Isolated Low Spike | Temp: 42.1073 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[WARNING] Time: 1745660173107 | Sensor: 7 | Type: Cold Spot Detected | Temp: 42.1073
[ALERT] Time: 1745660173107 | Sensor: 10 | Type: Isolated High Spike | Temp: 44.5897 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[WARNING] Time: 1745660173107 | Sensor: 15 | Type: Cold Spot Detected | Temp: 42.8577
[ALERT] Time: 1745660173107 | Sensor: 6 | Type: Isolated Low Spike | Temp: 40.5347 C [NOTE] Neighbouring Sensors 5 and 7 are normal.
[WARNING] Time: 1745660173107 | Sensor: 6 | Type: Cold Spot Detected | Temp: 40.5347
[ALERT] Time: 1745660173107 | Sensor: 13 | Type: Isolated High Spike | Temp: 42.9805 C [NOTE] Neighbouring Sensors 12 and 14 are normal. 
[ALERT] Time: 1745660173107 | Sensor: 13 | Type: Isolated Low Spike | Temp: 42.9805 C [NOTE] Neighbouring Sensors 12 and 14 are normal.
[WARNING] Time: 1745660173107 | Sensor: 13 | Type: Cold Spot Detected | Temp: 42.9805
[ALERT] Time: 1745660173107 | Sensor: 12 | Type: Isolated High Spike | Temp: 44.5833 C [NOTE] Neighbouring Sensors 11 and 13 are normal. 
[WARNING] Time: 1745660173107 | Sensor: 2 | Type: Cold Spot Detected | Temp: 42.1323
[ALERT] Time: 1745660173107 | Sensor: 4 | Type: Isolated Low Spike | Temp: 42.2494 C [NOTE] Neighbouring Sensors 3 and 5 are normal.
[ALERT] Time: 1745660173107 | Sensor: 8 | Type: Isolated Low Spike | Temp: 41.1988 C [NOTE] Neighbouring Sensors 7 and 9 are normal.
[ALERT] Time: 1745660173107 | Sensor: 14 | Type: Isolated High Spike | Temp: 43.5337 C [NOTE] Neighbouring Sensors 13 and 15 are normal. 
[WARNING] Time: 1745660173107 | Sensor: 8 | Type: Cold Spot Detected | Temp: 41.1988
[WARNING] Time: 1745660173107 | Sensor: 4 | Type: Cold Spot Detected | Temp: 42.2494
[ALERT] Time: 1745660173107 | Sensor: 9 | Type: Isolated High Spike | Temp: 44.0655 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[ALERT] Time: 1745660173107 | Sensor: 5 | Type: Isolated High Spike | Temp: 43.0602 C [NOTE] Neighbouring Sensors 4 and 6 are normal. 
[ALERT] Time: 1745660173207 | Sensor: 4 | Type: Isolated High Spike | Temp: 43.6192 C [NOTE] Neighbouring Sensors 3 and 5 are normal. 
[WARNING] Time: 1745660173205 | Sensor: 3 | Type: Cold Spot Detected | Temp: 42.708
[ALERT] Time: 1745660173207 | Sensor: 9 | Type: Isolated Low Spike | Temp: 42.0677 C [NOTE] Neighbouring Sensors 8 and 10 are normal.
[WARNING] Time: 1745660173207 | Sensor: 9 | Type: Cold Spot Detected | Temp: 42.0677
[ALERT] Time: 1745660173207 | Sensor: 8 | Type: Isolated Low Spike | Temp: 42.0677 C [NOTE] Neighbouring Sensors 7 and 9 are normal.
[WARNING] Time: 1745660173207 | Sensor: 2 | Type: Cold Spot Detected | Temp: 41.4928
[WARNING] Time: 1745660173207 | Sensor: 8 | Type: Cold Spot Detected | Temp: 42.0677
[ALERT] Time: 1745660173207 | Sensor: 6 | Type: Isolated High Spike | Temp: 44.0326 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[WARNING] Time: 1745660173207 | Sensor: 14 | Type: Cold Spot Detected | Temp: 41.447
[ALERT] Time: 1745660173207 | Sensor: 11 | Type: Isolated Low Spike | Temp: 40.5083 C [NOTE] Neighbouring Sensors 10 and 12 are normal.
[WARNING] Time: 1745660173207 | Sensor: 11 | Type: Cold Spot Detected | Temp: 40.5083
[ALERT] Time: 1745660173207 | Sensor: 7 | Type: Isolated High Spike | Temp: 42.8877 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[ALERT] Time: 1745660173207 | Sensor: 10 | Type: Isolated High Spike | Temp: 43.3618 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[ALERT] Time: 1745660173205 | Sensor: 3 | Type: Isolated High Spike | Temp: 42.708 C [NOTE] Neighbouring Sensors 2 and 4 are normal. 
[WARNING] Time: 1745660173207 | Sensor: 12 | Type: Cold Spot Detected | Temp: 42.0677
[ALERT] Time: 1745660173207 | Sensor: 5 | Type: Isolated Low Spike | Temp: 42.0677 C [NOTE] Neighbouring Sensors 4 and 6 are normal.
[ALERT] Time: 1745660173207 | Sensor: 12 | Type: Isolated High Spike | Temp: 42.0677 C [NOTE] Neighbouring Sensors 11 and 13 are normal. 
[WARNING] Time: 1745660173207 | Sensor: 5 | Type: Cold Spot Detected | Temp: 42.0677
[WARNING] Time: 1745660173307 | Sensor: 3 | Type: Cold Spot Detected | Temp: 40.8308
[CRITICAL] Time: 1745660173207 | Sensors: 2, 3, 4 | Type: Clustered Low Spike | Avg Temp: 32 C
[ALERT] Time: 1745660173315 | Sensor: 6 | Type: Isolated High Spike | Temp: 42.9613 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[WARNING] Time: 1745660173315 | Sensor: 4 | Type: Cold Spot Detected | Temp: 15.7617
[ALERT] Time: 1745660173315 | Sensor: 14 | Type: Isolated High Spike | Temp: 44.9034 C [NOTE] Neighbouring Sensors 13 and 15 are normal. 
[WARNING] Time: 1745660173315 | Sensor: 11 | Type: Cold Spot Detected | Temp: 14.3882
[WARNING] Time: 1745660173315 | Sensor: 7 | Type: Cold Spot Detected | Temp: 11.7029
[ALERT] Time: 1745660173207 | Sensor: 9 | Type: Isolated High Spike | Temp: 42.0677 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[ALERT] Time: 1745660173315 | Sensor: 13 | Type: Upper Threshold Crossed | Temp: 82.0379 C
[ALERT] Time: 1745660173315 | Sensor: 13 | Type: Isolated High Spike | Temp: 82.0379 C [NOTE] Neighbouring Sensors 12 and 14 are normal. 
[ALERT] Time: 1745660173315 | Sensor: 9 | Type: Isolated High Spike | Temp: 42.82 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[ALERT] Time: 1745660173207 | Sensor: 5 | Type: Isolated High Spike | Temp: 42.0677 C [NOTE] Neighbouring Sensors 4 and 6 are normal. 
[ALERT] Time: 1745660173315 | Sensor: 7 | Type: Isolated Low Spike | Temp: 11.7029 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[ALERT] Time: 1745660173315 | Sensor: 10 | Type: Isolated Low Spike | Temp: 15.054 C [NOTE] Neighbouring Sensors 9 and 11 are normal.
[WARNING] Time: 1745660173315 | Sensor: 10 | Type: Cold Spot Detected | Temp: 15.054
[ALERT] Time: 1745660173315 | Sensor: 12 | Type: Upper Threshold Crossed | Temp: 83.499 C
[WARNING] Time: 1745660173315 | Sensor: 8 | Type: Cold Spot Detected | Temp: 24.4065
[ALERT] Time: 1745660173315 | Sensor: 12 | Type: Isolated High Spike | Temp: 83.499 C [NOTE] Neighbouring Sensors 11 and 13 are normal. 
[ALERT] Time: 1745660173408 | Sensor: 3 | Type: Isolated High Spike | Temp: 43.4081 C [NOTE] Neighbouring Sensors 2 and 4 are normal. 
[WARNING] Time: 1745660173315 | Sensor: 5 | Type: Cold Spot Detected | Temp: 14.6344
[WARNING] Time: 1745660173422 | Sensor: 12 | Type: Cold Spot Detected | Temp: 40.0411
[WARNING] Time: 1745660173422 | Sensor: 5 | Type: Cold Spot Detected | Temp: 40.0411
[ALERT] Time: 1745660173315 | Sensor: 2 | Type: Isolated High Spike | Temp: 44.02 C [NOTE] Neighbouring Sensors 1 and 3 are normal. 
[ALERT] Time: 1745660173315 | Sensor: 8 | Type: Isolated Low Spike | Temp: 24.4065 C [NOTE] Neighbouring Sensors 7 and 9 are normal.
[ALERT] Time: 1745660173422 | Sensor: 7 | Type: Isolated High Spike | Temp: 43.149 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[WARNING] Time: 1745660173422 | Sensor: 1 | Type: Cold Spot Detected | Temp: 41.7977
[WARNING] Time: 1745660173422 | Sensor: 8 | Type: Cold Spot Detected | Temp: 40.2009
[WARNING] Time: 1745660173422 | Sensor: 7 | Type: Cold Spot Detected | Temp: 43.149
[ALERT] Time: 1745660173422 | Sensor: 7 | Type: Isolated Low Spike | Temp: 43.149 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[WARNING] Time: 1745660173422 | Sensor: 11 | Type: Cold Spot Detected | Temp: 40.1715
[ALERT] Time: 1745660173422 | Sensor: 4 | Type: Isolated High Spike | Temp: 44.6003 C [NOTE] Neighbouring Sensors 3 and 5 are normal. 
[WARNING] Time: 1745660173422 | Sensor: 13 | Type: Cold Spot Detected | Temp: 41.5062
[ALERT] Time: 1745660173422 | Sensor: 9 | Type: Isolated High Spike | Temp: 41.7781 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[ALERT] Time: 1745660173422 | Sensor: 14 | Type: Isolated High Spike | Temp: 42.6583 C [NOTE] Neighbouring Sensors 13 and 15 are normal. 
[ALERT] Time: 1745660173422 | Sensor: 2 | Type: Isolated High Spike | Temp: 42.9351 C [NOTE] Neighbouring Sensors 1 and 3 are normal. 
[ALERT] Time: 1745660173422 | Sensor: 5 | Type: Isolated Low Spike | Temp: 40.0411 C [NOTE] Neighbouring Sensors 4 and 6 are normal.
[ALERT] Time: 1745660173521 | Sensor: 3 | Type: Isolated High Spike | Temp: 42.5512 C [NOTE] Neighbouring Sensors 2 and 4 are normal. 
[WARNING] Time: 1745660173422 | Sensor: 2 | Type: Cold Spot Detected | Temp: 42.9351
[ALERT] Time: 1745660173537 | Sensor: 10 | Type: Isolated High Spike | Temp: 43.5478 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[ALERT] Time: 1745660173537 | Sensor: 7 | Type: Isolated High Spike | Temp: 42.435 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[WARNING] Time: 1745660173537 | Sensor: 11 | Type: Cold Spot Detected | Temp: 40.2105
[ALERT] Time: 1745660173537 | Sensor: 7 | Type: Isolated Low Spike | Temp: 42.435 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[ALERT] Time: 1745660173537 | Sensor: 11 | Type: Isolated Low Spike | Temp: 40.2105 C [NOTE] Neighbouring Sensors 10 and 12 are normal.
[ALERT] Time: 1745660173537 | Sensor: 12 | Type: Isolated High Spike | Temp: 43.2807 C [NOTE] Neighbouring Sensors 11 and 13 are normal. 
[WARNING] Time: 1745660173537 | Sensor: 7 | Type: Cold Spot Detected | Temp: 42.435
[ALERT] Time: 1745660173537 | Sensor: 6 | Type: Isolated High Spike | Temp: 43.4713 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[ALERT] Time: 1745660173537 | Sensor: 5 | Type: Isolated High Spike | Temp: 44.6127 C [NOTE] Neighbouring Sensors 4 and 6 are normal. 
[WARNING] Time: 1745660173521 | Sensor: 3 | Type: Cold Spot Detected | Temp: 42.5512
[WARNING] Time: 1745660173537 | Sensor: 2 | Type: Cold Spot Detected | Temp: 40.6167
[ALERT] Time: 1745660173537 | Sensor: 8 | Type: Isolated High Spike | Temp: 44.3217 C [NOTE] Neighbouring Sensors 7 and 9 are normal. 
[WARNING] Time: 1745660173537 | Sensor: 10 | Type: Cold Spot Detected | Temp: 43.5478
[WARNING] Time: 1745660173537 | Sensor: 14 | Type: Cold Spot Detected | Temp: 42.4762
[ALERT] Time: 1745660173537 | Sensor: 4 | Type: Isolated Low Spike | Temp: 42.2001 C [NOTE] Neighbouring Sensors 3 and 5 are normal.
[WARNING] Time: 1745660173537 | Sensor: 4 | Type: Cold Spot Detected | Temp: 42.2001
[WARNING] Time: 1745660173640 | Sensor: 1 | Type: Cold Spot Detected | Temp: 43.4548
[ALERT] Time: 1745660173640 | Sensor: 8 | Type: Isolated High Spike | Temp: 44.0348 C [NOTE] Neighbouring Sensors 7 and 9 are normal. 
[WARNING] Time: 1745660173640 | Sensor: 15 | Type: Cold Spot Detected | Temp: 40.7558
[ALERT] Time: 1745660173640 | Sensor: 11 | Type: Isolated Low Spike | Temp: 42.9282 C [NOTE] Neighbouring Sensors 10 and 12 are normal.
[ALERT] Time: 1745660173640 | Sensor: 7 | Type: Isolated High Spike | Temp: 44.4704 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[WARNING] Time: 1745660173640 | Sensor: 11 | Type: Cold Spot Detected | Temp: 42.9282
[ALERT] Time: 1745660173640 | Sensor: 2 | Type: Isolated High Spike | Temp: 43.4548 C [NOTE] Neighbouring Sensors 1 and 3 are normal. 
[WARNING] Time: 1745660173627 | Sensor: 3 | Type: Cold Spot Detected | Temp: 42.5673
[WARNING] Time: 1745660173640 | Sensor: 12 | Type: Cold Spot Detected | Temp: 42.4476
[WARNING] Time: 1745660173640 | Sensor: 5 | Type: Cold Spot Detected | Temp: 41.4523
[ALERT] Time: 1745660173640 | Sensor: 5 | Type: Isolated Low Spike | Temp: 41.4523 C [NOTE] Neighbouring Sensors 4 and 6 are normal.
[ALERT] Time: 1745660173640 | Sensor: 4 | Type: Isolated High Spike | Temp: 43.4548 C [NOTE] Neighbouring Sensors 3 and 5 are normal. 
[ALERT] Time: 1745660173640 | Sensor: 9 | Type: Isolated High Spike | Temp: 43.4548 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[ALERT] Time: 1745660173758 | Sensor: 6 | Type: Isolated Low Spike | Temp: 40.6128 C [NOTE] Neighbouring Sensors 5 and 7 are normal.
[WARNING] Time: 1745660173758 | Sensor: 6 | Type: Cold Spot Detected | Temp: 40.6128
[ALERT] Time: 1745660173758 | Sensor: 2 | Type: Isolated High Spike | Temp: 44.6532 C [NOTE] Neighbouring Sensors 1 and 3 are normal. 
[ALERT] Time: 1745660173729 | Sensor: 3 | Type: Isolated High Spike | Temp: 43.0089 C [NOTE] Neighbouring Sensors 2 and 4 are normal. 
[WARNING] Time: 1745660173758 | Sensor: 14 | Type: Cold Spot Detected | Temp: 41.0815
